"CAMIS","DBA","BORO","BUILDING","STREET","ZIPCODE","PHONE","CUISINE.DESCRIPTION","INSPECTION.DATE","ACTION","VIOLATION.CODE","VIOLATION.DESCRIPTION","CRITICAL.FLAG","SCORE","GRADE","GRADE.DATE","RECORD.DATE","INSPECTION.TYPE","add","lon","lat","geoAddress"
50047974,"CASA TOSCANA","MANHATTAN","1000","8TH AVENUE",10019,"2122479600","Italian","7/25/16","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical",32,"","","9/27/17","Pre-permit (Operational) / Initial Inspection","1000 8TH AVENUE",-73.9817814,40.7685425,"1000 8th ave, new york, ny 10019, usa"
40600516,"CAFFE PALERMO","MANHATTAN","148","MULBERRY STREET",10013,"2124314205","Italian","2/13/17","Violations were cited in the following area(s).","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Critical",14,"B","2/13/17","9/27/17","Cycle Inspection / Re-inspection","148 MULBERRY STREET",-73.9972901,40.7189915,"148 mulberry st, new york, ny 10013, usa"
41638429,"STARBUCKS","MANHATTAN","977","AVENUE OF THE AMERICAS",10018,"2126952915","American","2/17/16","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",7,"A","2/17/16","9/27/17","Cycle Inspection / Re-inspection","977 AVENUE OF THE AMERICAS",-73.9871626,40.7510658,"977 6th ave, new york, ny 10018, usa"
50008689,"JOE COFFEE/KIOSK","MANHATTAN","44","GRAND CENTRAL TERMINAL",10017,"9176896042","Cafí€Œ©/Coffee/Tea","10/16/15","Violations were cited in the following area(s).","05D","Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.","Critical",10,"A","10/16/15","9/27/17","Cycle Inspection / Initial Inspection","44 GRAND CENTRAL TERMINAL",-73.9761083,40.7524619,"44 grand central terminal, new york, ny 10017, usa"
50060922,"POKEWORKS","MANHATTAN","23","E 15TH ST",10003,"6463959884","Hawaiian","3/23/17","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",7,"","","9/27/17","Pre-permit (Non-operational) / Initial Inspection","23 E 15TH ST",-73.9918111,40.736138,"23 e 15th st, new york, ny 10003, usa"
41593113,"TISANE PHARMACY","MANHATTAN","340","EAST   86 STREET",10028,"2125170037","Cafí€Œ©/Coffee/Tea","6/24/15","Violations were cited in the following area(s).","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Critical",12,"","","9/27/17","Cycle Inspection / Initial Inspection","340 EAST   86 STREET",-73.9503638,40.7770065,"340 east 86th st, new york, ny 10028, usa"
40395023,"JING FONG RESTAURANT","MANHATTAN","20","ELIZABETH STREET",10013,"2129645256","Chinese","11/7/14","Violations were cited in the following area(s).","10A","Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.","Not Critical",13,"A","11/7/14","9/27/17","Cycle Inspection / Re-inspection","20 ELIZABETH STREET",-73.9969491,40.7158088,"20 elizabeth st, new york, ny 10013, usa"
50046099,"FUEL GRILL AND JUICE BAR","MANHATTAN","379","3RD AVE",10016,"2126842221","Juice, Smoothies, Fruit Salads","9/28/16","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",26,"","","9/27/17","Cycle Inspection / Initial Inspection","379 3RD AVE",-73.9885103,40.6744798,"379 3rd ave, brooklyn, ny 11215, usa"
41615257,"JIN RAMEN","MANHATTAN","3183","BROADWAY",10027,"6465592862","Japanese","10/8/13","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical",20,"B","10/8/13","9/27/17","Cycle Inspection / Re-inspection","3183 BROADWAY",-73.9588495,40.8153944,"3183 broadway, new york, ny 10027, usa"
50017045,"JUST SALAD","MANHATTAN","140","8TH AVE",10011,"6463959906","Salads","11/14/16","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",12,"A","11/14/16","9/27/17","Cycle Inspection / Initial Inspection","140 8TH AVE",-74.0010117,40.7414371,"140 8th ave, new york, ny 10011, usa"
40482596,"BROADHURST THEATER","MANHATTAN","235 WEST","44th Street",10036,"2125867610","American","1/20/15","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",13,"A","1/20/15","9/27/17","Cycle Inspection / Re-inspection","235 WEST 44th Street",-73.9875497,40.7582319,"235 w 44th st, new york, ny 10036, usa"
50004472,"PISILLO ITALIAN PANINI","MANHATTAN","97","NASSAU ST",10038,"2122273104","Italian","1/8/14","Violations were cited in the following area(s).","04A","Food Protection Certificate not held by supervisor of food operations.","Critical",14,"","","9/27/17","Pre-permit (Operational) / Initial Inspection","97 NASSAU ST",-74.0076194,40.710546,"97 nassau st, new york, ny 10038, usa"
50010969,"STARBUCKS","MANHATTAN","32","AVE OF THE AMER",10013,"2129660984","Cafí€Œ©/Coffee/Tea","5/15/15","Violations were cited in the following area(s).","05A","Sewage disposal system improper or unapproved.","Critical",35,"","","9/27/17","Cycle Inspection / Initial Inspection","32 AVE OF THE AMER",-74.0045606,40.7200005,"32 6th ave, new york, ny 10013, usa"
50000061,"XI'AN FAMOUS FOODS","MANHATTAN","24","W. 45TH ST",10036,"3474722815","Chinese","7/20/15","Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.","02G","Cold food item held above 41í‰Œ_ F (smoked fish and reduced oxygen packaged foods above 38 í‰Œ_F) except during necessary preparation.","Critical",38,"","","9/27/17","Cycle Inspection / Re-inspection","24 W. 45TH ST",-73.9808128,40.7557955,"24 w 45th st, new york, ny 10036, usa"
41507277,"MENDY'S KOSHER DELICATESSEN","MANHATTAN","875","3 AVENUE",10022,"2123080303","Jewish/Kosher","8/7/17","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical",17,"B","8/7/17","9/27/17","Cycle Inspection / Re-inspection","875 3 AVENUE",-74.0299309,40.1481131,"999-701 3rd ave, spring lake, nj 07762, usa"
41402316,"SAZON","MANHATTAN","105","READE STREET",10013,"2124061900","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","8/30/16","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical",20,"","","9/27/17","Cycle Inspection / Initial Inspection","105 READE STREET",-74.008493,40.715618,"105 reade st, new york, ny 10013, usa"
50056983,"HUASCAR & CO BAKE SHOP","MANHATTAN","453","W 54TH ST",10019,"6467979040","Bakery","2/21/17","Violations were cited in the following area(s).","06A","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.","Critical",32,"","","9/27/17","Pre-permit (Operational) / Initial Inspection","453 W 54TH ST",-73.9895795,40.7671574,"453 w 54th st, new york, ny 10019, usa"
50001446,"BENTO SUSHI & NOODLES","MANHATTAN","685","3RD AVE",10017,"2123981405","Japanese","4/20/17","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",17,"","","9/27/17","Cycle Inspection / Initial Inspection","685 3RD AVE",-73.9971944,40.6639104,"685 3rd ave, brooklyn, ny 11232, usa"
40587698,"STARBUCKS","MANHATTAN","540","COLUMBUS AVENUE",10024,"2124964163","Cafí€Œ©/Coffee/Tea","9/29/15","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",11,"A","9/29/15","9/27/17","Cycle Inspection / Initial Inspection","540 COLUMBUS AVENUE",-73.9721894,40.7868324,"540 columbus ave, new york, ny 10024, usa"
50044059,"BAMBOO VILLAGE RESTAURANT","MANHATTAN","96","BOWERY",10013,"2124962868","Chinese","12/12/16","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical",52,"C","12/12/16","9/27/17","Cycle Inspection / Re-inspection","96 BOWERY",-73.9955591,40.7176645,"96 bowery, new york, ny 10013, usa"
40394762,"CAROLINE'S ON BROADWAY","MANHATTAN","750","7 AVENUE",10019,"2127574100","American","2/26/16","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",20,"","","9/27/17","Cycle Inspection / Initial Inspection","750 7 AVENUE",-73.9837835,40.76119,"750 7th avenue, new york, ny 10019, usa"
40397190,"BRAVO PIZZA","MANHATTAN","1367","BROADWAY",10018,"2122684499","Pizza","1/5/16","Violations were cited in the following area(s).","08C","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.","Not Critical",13,"A","1/5/16","9/27/17","Cycle Inspection / Re-inspection","1367 BROADWAY",-73.9878448,40.7521259,"1367 broadway, new york, ny 10018, usa"
41407999,"BERMUDEZ BAKERY","MANHATTAN","1875","LEXINGTON AVENUE",10035,"2124272877","Bakery","11/20/15","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical",11,"A","11/20/15","9/27/17","Cycle Inspection / Re-inspection","1875 LEXINGTON AVENUE",-73.9411311,40.7989046,"1875 lexington ave, new york, ny 10035, usa"
40571128,"THE HEIGHTS BAR & GRILL","MANHATTAN","2867","BROADWAY",10025,"2128667035","Tex-Mex","3/14/16","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical",17,"","","9/27/17","Cycle Inspection / Initial Inspection","2867 BROADWAY",-73.9663851,40.8051605,"2867 broadway, new york, ny 10025, usa"
50018922,"YO SUSHI","MANHATTAN","208","3RD AVE",10003,"2126776921","Japanese","3/30/15","Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",66,"","","9/27/17","Pre-permit (Operational) / Initial Inspection","208 3RD AVE",-73.9845054,40.6797071,"208 3rd ave, brooklyn, ny 11217, usa"
40401895,"JOHNNY'S BAR","MANHATTAN","90","GREENWICH AVENUE",10011,"2127415279","American","7/28/15","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical",10,"A","7/28/15","9/27/17","Cycle Inspection / Re-inspection","90 GREENWICH AVENUE",-74.001699,40.7378967,"90 greenwich ave, new york, ny 10011, usa"
40369928,"REME RESTAURANT","MANHATTAN","4021","BROADWAY",10032,"2129235452","American","1/5/17","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",13,"A","1/5/17","9/27/17","Cycle Inspection / Initial Inspection","4021 BROADWAY",-73.9395471,40.8420198,"4021 broadway, new york, ny 10032, usa"
41250454,"ALICE'S TEA CUP","MANHATTAN","220","EAST   81 STREET",10028,"2127344832","American","9/15/14","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical",19,"","","9/27/17","Cycle Inspection / Initial Inspection","220 EAST   81 STREET",-73.9554603,40.7750669,"220 e 81st st, new york, ny 10028, usa"
50001070,"CASIMIR & CO","MANHATTAN","1022","LEXINGTON AVE",10021,"2128796190","French","8/22/16","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical",12,"A","8/22/16","9/27/17","Cycle Inspection / Re-inspection","1022 LEXINGTON AVE",-73.9620176,40.7711236,"1022 lexington ave, new york, ny 10021, usa"
41595314,"PITA GRILL","MANHATTAN","1083","2 AVENUE",10022,"2127501122","Jewish/Kosher","10/13/15","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical",22,"B","10/13/15","9/27/17","Cycle Inspection / Re-inspection","1083 2 AVENUE",-73.965392,40.7595388,"1083 2nd ave, new york, ny 10022, usa"
50038846,"LOL STAND UP COMEDY","MANHATTAN","711","7TH AVE",10036,"2126436557","American","7/19/17","Violations were cited in the following area(s).","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Critical",17,"","","9/27/17","Cycle Inspection / Initial Inspection","711 7TH AVE",-73.9840307,40.7594804,"711 7th ave, new york, ny 10036, usa"
50045356,"MCDONALD'S","MANHATTAN","1872","3RD AVE",10029,"2129962864","American","7/11/17","Violations were cited in the following area(s).","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Critical",7,"A","7/11/17","9/27/17","Cycle Inspection / Initial Inspection","1872 3RD AVE",-74.0073762,40.6548985,"1872 3rd ave, brooklyn, ny 11232, usa"
41603465,"MEE CAFE","MANHATTAN","26","RUTGERS STREET",10002,"6469960029","Cafí€Œ©/Coffee/Tea","1/29/15","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",3,"A","1/29/15","9/27/17","Cycle Inspection / Initial Inspection","26 RUTGERS STREET",-73.9903142,40.713057,"26 rutgers st, new york, ny 10002, usa"
50017257,"PICK & PAY GYRO & PIZZA","MANHATTAN","30","LEXINGTON AVE",10010,"2123878200","Pizza","6/9/17","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140í‰Œ_ F.","Critical",37,"","","9/27/17","Cycle Inspection / Initial Inspection","30 LEXINGTON AVE",-73.9846708,40.7400333,"30 lexington ave, new york, ny 10010, usa"
50000449,"T.G.I. FRIDAY'S","MANHATTAN","147","W 46TH ST",10036,"2129447352","American","11/2/15","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",12,"A","11/2/15","9/27/17","Cycle Inspection / Initial Inspection","147 W 46TH ST",-73.9839563,40.7583511,"147 w 46th st, new york, ny 10036, usa"
41573997,"CAFE CLEMENTINE","MANHATTAN","227","WEST BROADWAY",10013,"6462439671","Sandwiches/Salads/Mixed Buffet","1/30/14","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",17,"B","1/30/14","9/27/17","Cycle Inspection / Re-inspection","227 WEST BROADWAY",-74.0060184,40.7192114,"227 w broadway, new york, ny 10013, usa"
40676550,"THE BLACK SHEEP","MANHATTAN","583","3 AVENUE",10016,"2125993476","Irish","4/22/15","Violations were cited in the following area(s).","02G","Cold food item held above 41í‰Œ_ F (smoked fish and reduced oxygen packaged foods above 38 í‰Œ_F) except during necessary preparation.","Critical",21,"","","9/27/17","Cycle Inspection / Initial Inspection","583 3 AVENUE",-73.994198,40.6673933,"583 3rd ave, brooklyn, ny 11215, usa"
41509061,"THE JUNCTION","MANHATTAN","329","LEXINGTON AVENUE",10016,"2126827700","American","7/26/16","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical",47,"","","9/27/17","Cycle Inspection / Initial Inspection","329 LEXINGTON AVENUE",-73.9773511,40.7492999,"329 lexington ave, new york, ny 10016, usa"
50058916,"LA ESQUINA","MANHATTAN","200","W 55TH ST",10019,"6467073950","Mexican","4/12/17","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical",12,"A","4/12/17","9/27/17","Pre-permit (Operational) / Re-inspection","200 W 55TH ST",-73.9813804,40.7642955,"200 w 55th st, new york, ny 10019, usa"
50057392,"VINTNER WINE MARKET (BEERS & CHEESE)","MANHATTAN","677","9TH AVE",10036,"2129577500","Sandwiches","1/12/17","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",16,"B","1/12/17","9/27/17","Pre-permit (Operational) / Re-inspection","677 9TH AVE",-73.990679,40.7614456,"677 9th ave, new york, ny 10036, usa"
41637524,"IHOP","MANHATTAN","2082","LEXINGTON AVE",10035,"2128600844","Pancakes/Waffles","2/5/15","Violations were cited in the following area(s).","02G","Cold food item held above 41í‰Œ_ F (smoked fish and reduced oxygen packaged foods above 38 í‰Œ_F) except during necessary preparation.","Critical",12,"A","2/5/15","9/27/17","Cycle Inspection / Initial Inspection","2082 LEXINGTON AVE",-73.9372605,40.8048578,"2082 lexington ave, new york, ny 10035, usa"
50003346,"BOMBAY SANDWICH CO","MANHATTAN","48","W. 27TH STREET",10001,"6467819756","Vegetarian","9/25/17","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical",35,"","","9/27/17","Cycle Inspection / Initial Inspection","48 W. 27TH STREET",-73.9904103,40.7449454,"48 w 27th st, new york, ny 10001, usa"
41449886,"AUNTIE ANNE'S PRETZELS","MANHATTAN","2","PENN STATION",10001,"2127601749","Bagels/Pretzels","7/3/17","Violations were cited in the following area(s).","10H","Proper sanitization not provided for utensil ware washing operation.","Not Critical",2,"A","7/3/17","9/27/17","Cycle Inspection / Initial Inspection","2 PENN STATION",-73.9921676,40.7499718,"2 pennsylvania plaza, new york, ny 10121, usa"
41722632,"CAFE HABANA/CAFE HABANA TO GO","MANHATTAN","17","PRINCE STREET",10012,"2126252001","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","7/6/17","Establishment re-closed by DOHMH","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical",16,"","","9/27/17","Cycle Inspection / Reopening Inspection","17 PRINCE STREET",-73.994193,40.722933,"17 prince st, new york, ny 10012, usa"
40397116,"TOLEDO","MANHATTAN","6","EAST   36 STREET",10016,"2126965036","Spanish","4/5/16","Violations were cited in the following area(s).","06A","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.","Critical",33,"","","9/27/17","Cycle Inspection / Initial Inspection","6 EAST   36 STREET",-73.9831125,40.749304,"6 e 36th st, new york, ny 10016, usa"
41409366,"CAFE 11","MANHATTAN","11","BROADWAY",10004,"2124252233","Jewish/Kosher","10/27/15","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",10,"A","10/27/15","9/27/17","Cycle Inspection / Initial Inspection","11 BROADWAY",-73.9680909,40.7112339,"11 broadway, brooklyn, ny 11249, usa"
50011112,"NEW GOLDEN CHOPSTICKS","MANHATTAN","77","PEARL ST",10004,"2128250314","Chinese","9/6/16","Violations were cited in the following area(s).","04K","Evidence of rats or live rats present in facility's food and/or non-food areas.","Critical",10,"A","9/6/16","9/27/17","Cycle Inspection / Initial Inspection","77 PEARL ST",-74.0104852,40.7040451,"77 pearl st, new york, ny 10004, usa"
50042004,"A TASTE OF SEAFOOD RESTAURANT","MANHATTAN","2530","FREDERICK DOUGLASS BLVD",10030,"3475706679","Seafood","10/27/15","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",12,"A","10/27/15","9/27/17","Pre-permit (Operational) / Initial Inspection","2530 FREDERICK DOUGLASS BLVD",-73.9463762,40.8161748,"2530 frederick douglass blvd, new york, ny 10030, usa"
41382761,"R  T  PIZZA RESTAURANT","MANHATTAN","2236","AMSTERDAM AVENUE",10032,"2127959019","Pizza","3/15/17","Violations were cited in the following area(s).","09A","Canned food product observed dented and not segregated from other consumable food items.","Not Critical",9,"A","3/15/17","9/27/17","Cycle Inspection / Initial Inspection","2236 AMSTERDAM AVENUE",-73.9357563,40.8420042,"2236 amsterdam ave, new york, ny 10032, usa"
50053468,"NINGBO CAFE","MANHATTAN","21","S END AVE",10280,"2127861888","Chinese","2/8/17","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",14,"B","2/8/17","9/27/17","Pre-permit (Operational) / Re-inspection","21 S END AVE",-74.0178918,40.7081658,"21 south end ave, new york, ny 10280, usa"
41487277,"AUGURS WELL","MANHATTAN","115","ST MARKS PLACE",10009,"7182497645","American","5/31/15","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical",21,"","","9/27/17","Cycle Inspection / Initial Inspection","115 ST MARKS PLACE",-73.983579,40.7270733,"115 st marks pl, new york, ny 10009, usa"
40557279,"BENNIE'S THAI CAFE","MANHATTAN","88","FULTON STREET",10038,"2125878930","Thai","9/15/14","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",23,"B","9/15/14","9/27/17","Cycle Inspection / Re-inspection","88 FULTON STREET",-74.0058365,40.7091006,"88 fulton st, new york, ny 10038, usa"
50066911,"CAFE WATER","MANHATTAN","130","WATER ST",10005,"2127851320","American","8/28/17","Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",12,"A","8/28/17","9/27/17","Pre-permit (Operational) / Initial Inspection","130 WATER ST",-74.0071687,40.7057895,"130 water st, new york, ny 10005, usa"
41549888,"SAGGIO RESTAURANT","MANHATTAN","829","WEST  181 STREET",10033,"2127953080","Italian","8/18/16","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical",16,"","","9/27/17","Cycle Inspection / Initial Inspection","829 WEST  181 STREET",-73.939588,40.8514729,"829 w 181st st, new york, ny 10033, usa"
41117739,"COSMIC DINER","MANHATTAN","888","8 AVENUE",10019,"2123335888","American","6/22/15","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",4,"A","6/22/15","9/27/17","Cycle Inspection / Re-inspection","888 8 AVENUE",-73.9846917,40.7637495,"888 8th ave, new york, ny 10019, usa"
41543848,"NO 1 CHINESE RESTAURANT","MANHATTAN","3853","BROADWAY",10032,"2129280245","Chinese","1/21/15","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140í‰Œ_ F.","Critical",28,"","","9/27/17","Cycle Inspection / Initial Inspection","3853 BROADWAY",-73.9435855,40.8364363,"3853 broadway, new york, ny 10032, usa"
40594703,"RESTAURANT RIKI","MANHATTAN","141","EAST   45 STREET",10017,"2129865604","Japanese","5/12/16","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",23,"","","9/27/17","Cycle Inspection / Initial Inspection","141 EAST   45 STREET",-73.9738434,40.7532888,"141 e 45th st, new york, ny 10017, usa"
41611135,"DUNKIN' DONUTS, BASKIN ROBBINS","MANHATTAN","406","AVENUE OF THE AMERICAS",10011,"2123959280","Donuts","9/11/17","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",7,"A","9/11/17","9/27/17","Cycle Inspection / Initial Inspection","406 AVENUE OF THE AMERICAS",-73.9991463,40.7336981,"406 6th ave, new york, ny 10011, usa"
50014124,"EVERGREEN ON 38ST","MANHATTAN","10","E 38TH ST",10016,"2124481199","Chinese","4/29/16","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",32,"","","9/27/17","Cycle Inspection / Initial Inspection","10 E 38TH ST",-73.9819787,40.7504345,"10 e 38th st, new york, ny 10016, usa"
40581363,"BALLATO'S RESTAURANT","MANHATTAN","55","EAST HOUSTON STREET",10012,"2122748881","Italian","5/7/14","Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical",9,"A","5/7/14","9/27/17","Cycle Inspection / Re-inspection","55 EAST HOUSTON STREET",-73.9945985,40.7245321,"55 e houston st, new york, ny 10012, usa"
41659669,"FEI MA","MANHATTAN","79","AVENUE A",10009,"2126733300","Chinese","1/24/14","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",2,"A","1/24/14","9/27/17","Cycle Inspection / Re-inspection","79 AVENUE A",-73.897995,40.694633,"79th ave, queens, ny 11385, usa"
50033365,"NEW LEAF","MANHATTAN","1","MARGARET CORBIN DR",10040,"2125685323","American","7/27/15","Violations were cited in the following area(s).","10H","Proper sanitization not provided for utensil ware washing operation.","Not Critical",12,"A","7/27/15","9/27/17","Pre-permit (Operational) / Re-inspection","1 MARGARET CORBIN DR",-73.9327696,40.8608206,"1 margaret corbin dr, new york, ny 10040, usa"
50007631,"HOT KITCHEN","MANHATTAN","251","E 53RD ST",10022,"2125888826","Chinese","4/24/17","Establishment re-opened by DOHMH","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical",16,"P","4/24/17","9/27/17","Cycle Inspection / Reopening Inspection","251 E 53RD ST",-73.9674743,40.7570479,"251 e 53rd st, new york, ny 10022, usa"
40386556,"WESTSIDE RESTAURANT","MANHATTAN","2020","BROADWAY",10023,"2127244000","American","12/16/14","Violations were cited in the following area(s).","02H","Food not cooled by an approved method whereby the internal product temperature is reduced from 140í‰Œ_ F to 70í‰Œ_ F or less within 2 hours, and from 70í‰Œ_ F to 41í‰Œ_ F or less within 4 additional hours.","Critical",11,"A","12/16/14","9/27/17","Cycle Inspection / Re-inspection","2020 BROADWAY",-73.9817383,40.7763869,"2020 broadway, new york, ny 10023, usa"
