"","Zipcode","price","bedrooms","bathrooms","addr","Restaurant","Store","Club.Bar","Transport","Art.Ent"
"2120",10016,2450,1,1,"228 E 36th St #5B","3","3","3","3","1"
"2121",10016,3100,1,1,"152 E 35th St #4E","3","3","3","3","1"
"2122",10016,3495,1,1,"15 Park Ave #12C","3","3","3","3","1"
"2123",10016,5195,3,2,"326 E 35th St #2J","3","3","3","3","1"
"2124",10016,3295,2,1,"330 E 35th St #42","3","3","3","3","1"
"2125",10016,6600,2,2,"225 E 34th St #1806J","3","3","3","3","1"
"2126",10016,2495,1,1,"326 E 35th St #21","3","3","3","3","1"
"2127",10016,2700,2,1,"225 E 35th St #4","3","3","3","3","1"
"2128",10016,2950,1,9,"300 E 40th St #33L","3","3","3","3","1"
"2129",10016,5750,2,2,"77 Park Ave #10D","3","3","3","3","1"
"2130",10016,3695,2,1,"230 E 32nd St #3A","3","3","3","3","1"
"2131",10016,3295,2,1,"330 E 35th St #54","3","3","3","3","1"
"2132",10016,3600,1,1,"150 E 39th St #1601","3","3","3","3","1"
"2133",10016,3890,2,2,"332 E 39th St #34","3","3","3","3","1"
"2134",10016,3495,2,1,"326 E 35th St #65","3","3","3","3","1"
"2135",10016,2375,1,7,"330 E 33rd St #14H","3","3","3","3","1"
"2136",10016,2750,1,7,"245 E 35th St #5K","3","3","3","3","1"
"2137",10016,2495,1,1,"326 E 35th St #51","3","3","3","3","1"
"2138",10016,2400,1,6,"45 Tudor City Pl #221","3","3","3","3","1"
"2139",10016,6300,2,2,"200 E 32nd St #27D","3","3","3","3","1"
"2140",10016,5650,2,2,"237 E 34th St #2203","3","3","3","3","1"
"2141",10016,2900,1,1,"201 E 36th St #6B","3","3","3","3","1"
"2142",10016,3300,1,1,"340 E 29th St #7D","3","3","3","3","1"
"2143",10016,2100,1,5,"320 E 42nd St #303","3","3","3","3","1"
"2144",10016,5695,2,2,"200 E 33rd St #22E","3","3","3","3","1"
"2145",10016,6300,2,2,"237 E 34th St #1902","3","3","3","3","1"
"2146",10016,3595,2,1,"330 E 35th St #35","3","3","3","3","1"
"2147",10016,2495,1,1,"326 E 35th St #31","3","3","3","3","1"
"2148",10016,3195,1,1,"30 E 38th St #6B","3","3","3","3","1"
"2149",10016,1900,1,1,"320 E 34th St #1A","3","3","3","3","1"
"2150",10016,2500,1,4,"211 E 35th St #6A","3","3","3","3","1"
"2151",10016,5700,1,1,"400 5th Ave #34F","3","3","3","3","1"
"2152",10016,3500,1,1,"630 1st Ave #30R","3","3","3","3","1"
"2153",10016,5000,2,1,"303 E 33rd St #6C","3","3","3","3","1"
"2154",10016,6200,1,1,"172 Madison Ave #11C","3","3","3","3","1"
"2155",10016,3095,1,1,"350 E 30th St #3E","3","3","3","3","1"
"2156",10016,2550,1,3,"5 Tudor City Pl #1208","3","3","3","3","1"
"2157",10016,2550,1,3,"222 E 35th St #2K","3","3","3","3","1"
"2158",10016,2900,1,2,"251 E 32nd St #14","3","3","3","3","1"
"2159",10016,2095,1,2,"530 2nd Ave #3G","3","3","3","3","1"
"2160",10016,2800,1,2,"10 Park Ave #17C","3","3","3","3","1"
"2161",10016,4595,2,1,"200 E 33rd St #29G","3","3","3","3","1"
"2162",10016,4795,2,1,"200 E 33rd St #27J","3","3","3","3","1"
"2163",10016,3500,2,1,"164 E 37th St #8D","3","3","3","3","1"
"2164",10016,11000,4,3,"24 E 35th St #2","3","3","3","3","1"
"2165",10016,3150,2,1,"350 E 30th St #1CC","3","3","3","3","1"
"2166",10016,6700,4,2,"222 E 39th St #21G","3","3","3","3","1"
"2167",10016,3950,2,1,"312 E 30th St #16B","3","3","3","3","1"
"2168",10016,3850,1,1,"20 Waterside Plz #200602","3","3","3","3","1"
"2169",10016,1450,2,1,"333 E 45th St","3","3","3","3","1"
"2170",10016,7900,3,2,"330 E 38th St #37FG","3","3","3","3","1"
"2171",10016,3600,2,1,"350 E 30th St #3L","3","3","3","3","1"
"2172",10016,2795,1,1,"547 2nd Ave #3R","3","3","3","3","1"
"2173",10016,3295,1,1,"320 E 46th St #16F","3","3","3","3","1"
"2174",10016,2750,1,1,"307 E 44th St #324","3","3","3","3","1"
"2175",10016,4150,3,1,"241 E 38th St #4","3","3","3","3","1"
"2176",10016,2850,1,1,"330 E 38th St #5O","3","3","3","3","1"
"2177",10016,2495,1,1,"139 E 33rd St #7J","3","3","3","3","1"
"2178",10016,4615,1,1,"160 Madison Ave #41A","3","3","3","3","1"
"2179",10016,3587,2,1,"230 E 44th St #3S","3","3","3","3","1"
"2180",10016,2700,1,1,"35 E 38th St #10J","3","3","3","3","1"
"2181",10016,2979,1,1,"230 E 44th St #3E","3","3","3","3","1"
"2182",10016,3100,2,1,"303 E 37th St #1L","3","3","3","3","1"
"2183",10016,3350,1,1,"445 5th Ave #14H","3","3","3","3","1"
"2184",10016,2700,1,8,"307 E 44th St #201","3","3","3","3","1"
"2185",10016,2495,1,7,"153 E 32STREET #6G","3","3","3","3","1"
"2186",10016,2000,1,7,"45 Tudor City Pl #1817","3","3","3","3","1"
"2187",10016,5500,3,2,"157 E 32nd St #19B","3","3","3","3","1"
"2188",10016,2550,1,1,"710 2nd Ave #11C","3","3","3","3","1"
"2189",10016,2250,1,6,"5 Tudor City Pl #1629","3","3","3","3","1"
"2190",10016,2350,1,6,"110 E 36th St #4F","3","3","3","3","1"
"2191",10016,2100,1,6,"138 E 38th St #3E","3","3","3","3","1"
"2192",10016,2675,1,6,"236 E 36th St #5E","3","3","3","3","1"
"2193",10016,4295,2,2,"330 E 43rd St #901","3","3","3","3","1"
"2194",10016,5700,2,2,"303 E 33rd St #7L","3","3","3","3","1"
"2195",10016,2650,1,2,"165 E 35th St #7G","3","3","3","3","1"
"2196",10016,2650,1,2,"150 E 39th St #601","3","3","3","3","1"
"2197",10016,3500,1,1,"108 E 38th St #411","3","3","3","3","1"
"2198",10016,7250,2,2,"325 5th Ave #27B","3","3","3","3","1"
"2199",10016,6700,3,2,"415 E 37th St #22L","3","3","3","3","1"
"2200",10016,5893,2,1,"225 E 39th St #33C","3","3","3","3","1"
"2201",10016,3596,1,7,"225 E 39th St #18J","3","3","3","3","1"
"2202",10016,4600,1,1,"425 5th Ave","3","3","3","3","1"
"2203",10016,9253,3,2,"225 E 39th St #30D","3","3","3","3","1"
"2204",10016,3300,1,1,"630 1st Ave #32S","3","3","3","3","1"
"2205",10016,7000,2,2,"308 E 38th St #20D","3","3","3","3","1"
"2206",10016,5067,2,1,"141 E 33rd St #10B","3","3","3","3","1"
"2207",10016,6500,2,2,"325 5th Ave #12C","3","3","3","3","1"
"2208",10016,11000,3,3,"330 E 38th St #49N","3","3","3","3","1"
"2209",10016,3500,1,1,"150 E 39th St #1704","3","3","3","3","1"
"2210",10016,19900,3,4,"400 5th Ave #49FGH","3","3","3","3","1"
"2211",10016,4500,1,1,"425 5th Ave #42A","3","3","3","3","1"
"2212",10016,3900,1,1,"425 5th Ave #22D","3","3","3","3","1"
"2213",10016,4212,1,1,"41 Park Ave #7A","3","3","3","3","1"
"2214",10016,4396,1,1,"20 Park Ave #6A","3","3","3","3","1"
"2215",10016,6457,1,1,"160 Madison Ave #43C","3","3","3","3","1"
"2216",10016,7200,3,2,"165 E 35th St #12DE","3","3","3","3","1"
"2217",10016,2800,1,1,"301 E 38th St #10D","3","3","3","3","1"
"2218",10016,4414,1,1,"225 E 39th St #25H","3","3","3","3","1"
"2219",10016,3000,1,1,"235 E 40th St #10E","3","3","3","3","1"
"2220",10016,2950,1,1,"310 E 46th St #15B","3","3","3","3","1"
"2221",10016,4125,3,1,"211 E 33rd St #2","3","3","3","3","1"
"2222",10016,4035,2,1,"207 E 33rd St #2E","3","3","3","3","1"
"2223",10016,9000,3,3,"330 E 38th St #19N","3","3","3","3","1"
"2224",10016,2715,2,1,"205 E 33rd St #13","3","3","3","3","1"
"2225",10016,5593,2,1,"225 E 39th St #29A","3","3","3","3","1"
"2226",10016,8500,3,3,"124 E 37th St #2","3","3","3","3","1"
"2227",10016,4400,1,1,"330 E 38th St #54I","3","3","3","3","1"
"2228",10016,2800,1,1,"155 E 38th St #20A","3","3","3","3","1"
"2229",10016,2600,1,6,"300 E 40th St #6-G","3","3","3","3","1"
"2230",10016,4500,1,2,"330 E 38th St #15P","3","3","3","3","1"
"2231",10016,3387,1,3,"41 Park Ave #9D","3","3","3","3","1"
"2232",10016,4600,1,1,"425 5th Ave #46A","3","3","3","3","1"
"2233",10016,6500,4,2,"162 E 33rd St #1","3","3","3","3","1"
"2234",10016,4200,2,1,"138 E 37th St #6","3","3","3","3","1"
"2235",10016,3900,3,2,"20 Park Aveterrace","3","3","3","3","1"
"2236",10016,7000,2,2,"245 E 40th St","3","3","3","3","1"
"2237",10016,3700,3,1,"225 E 35th St #20","3","3","3","3","1"
"2238",10016,6650,2,2,"626 1st Ave","3","3","3","3","1"
"2239",10016,2400,1,5,"343 E 30th St #19G","3","3","3","3","1"
"2240",10016,2175,1,5,"254 E 33rd St #3N","3","3","3","3","1"
"2241",10016,2600,1,6,"35 E 38th St #2J","3","3","3","3","1"
"2242",10016,2700,1,1,"117 E 37th St #6C","3","3","3","3","1"
"2243",10016,2950,1,1,"331 E 33rd St #1BB","3","3","3","3","1"
"2244",10016,2150,1,7,"5 Tudor City Pl #2030","3","3","3","3","1"
"2245",10016,3500,1,1,"235 E 40th St #23G","3","3","3","3","1"
"2246",10016,4700,1,1,"400 E 34th St #S13N","3","3","3","3","1"
"2247",10016,5000,1,1,"237 E 34th St #2004","3","3","3","3","1"
"2248",10016,3129,1,7,"210 E 39th St #502","3","3","3","3","1"
"2249",10016,4675,2,2,"250 E 40th St #25B","3","3","3","3","1"
"2250",10016,3695,2,1,"230 E 32nd St #2A","3","3","3","3","1"
"2251",10016,6000,2,2,"211 E 35th St #8CD","3","3","3","3","1"
"2252",10016,12000,4,4,"557 3rd Ave #3","3","3","3","3","1"
"2253",10016,3350,1,1,"415 E 37th St #8K","3","3","3","3","1"
"2254",10018,12750,3,2,"435 W 31st St","3","3","2","2","1"
"2255",10018,5828,2,2,"515 W 38th St","3","3","2","2","1"
"2256",10018,6290,1,1,"620 W 42nd St","3","3","2","2","1"
"2257",10018,2425,1,1,"440 10th Ave #1RS","3","3","2","2","1"
"2258",10018,3060,1,1,"444 W 35th St #7C","3","3","2","2","1"
"2259",10018,7250,2,1,"529 W 42nd St #1G","3","3","2","2","1"
"2260",10018,4938,1,1,"100 W 31st St #31K","3","3","2","2","1"
"2261",10018,6000,2,1,"100 W 31st St #25B","3","3","2","2","1"
"2262",10018,4384,1,1,"100 W 31st St #24H","3","3","2","2","1"
"2263",10018,3700,1,1,"308 W 30th St #10C","3","3","2","2","1"
"2264",10018,5810,1,1,"100 W 31st St #45J","3","3","2","2","1"
"2265",10018,3595,1,3,"100 W 31st St #23E","3","3","2","2","1"
"2266",10018,4333,1,1,"100 W 31st St #16G","3","3","2","2","1"
"2267",10018,3553,1,2,"100 W 31st St #18D","3","3","2","2","1"
"2268",10018,6750,2,2,"261 W 28th St #4E","3","3","2","2","1"
"2269",10018,6139,2,2,"308 W 30th St #PHB","3","3","2","2","1"
"2270",10018,3875,1,1,"100 W 31st St #23H","3","3","2","2","1"
"2271",10018,6995,1,2,"130 W 30th St #10A","3","3","2","2","1"
"2272",10018,3000,1,1,"440 W 34th St #11H","3","3","2","2","1"
"2273",10018,4110,1,1,"221 W 29th St #8F","3","3","2","2","1"
"2274",10018,3124,1,4,"221 W 29th St #10A","3","3","2","2","1"
"2275",10018,7500,4,1,"146 W 28th St #6E","3","3","2","2","1"
"2276",10018,3638,1,1,"221 W 29th St #8E","3","3","2","2","1"
"2277",10018,3145,1,1,"334 9th Ave #4R","3","3","2","2","1"
"2278",10018,2995,1,1,"337 W 30th St #2B","3","3","2","2","1"
"2279",10018,3100,1,1,"309 W 30th St #4A","3","3","2","2","1"
"2280",10018,2750,1,1,"433 W 34th St #2J","3","3","2","2","1"
"2281",10018,3850,1,1,"W 31st St and Ave Of The Americas","3","3","2","2","1"
"2282",10018,3100,1,2,"W 31st St and Ave Of The Americas","3","3","2","2","1"
"2283",10018,6300,2,2,"221 W 29th St #21C","3","3","2","2","1"
"2284",10018,3000,1,1,"10th Ave and W 35th St","3","3","2","2","1"
"2285",10018,11000,3,2,"148 W 28th St #6W","3","3","2","2","1"
"2286",10018,2995,1,1,"363 W 30th St #907","3","3","2","2","1"
"2287",10018,4453,1,1,"221 W 29th St #17B","3","3","2","2","1"
"2288",10018,8567,2,2,"221 W 29th St #18C","3","3","2","2","1"
"2289",10018,1350,1,2,"304 W 30th St #13","3","3","2","2","1"
"2290",10018,3040,2,1,"309 W 29th St #2F","3","3","2","2","1"
"2291",10018,3040,2,1,"309 W 29th St #3F","3","3","2","2","1"
"2292",10018,4695,2,2,"363 W 30th St #1103","3","3","2","2","1"
"2293",10018,3831,1,1,"221 W 29th St #7B","3","3","2","2","1"
"2294",10018,2200,1,4,"454 W 34th St #8D","3","3","2","2","1"
"2295",10018,8820,3,3,"130 W 30th St #6C","3","3","2","2","1"
"2296",10018,5636,2,2,"560 W 43rd St #41E","3","3","2","2","1"
"2297",10018,6151,2,2,"560 W 43rd St #41A","3","3","2","2","1"
"2298",10018,5838,2,2,"560 W 43rd St #41B","3","3","2","2","1"
"2299",10018,9490,2,2,"610 W 42nd St #N58A","3","3","2","2","1"
"2300",10018,9500,3,2,"208 W 30th St #702","3","3","2","2","1"
"2301",10018,3200,1,1,"135 W 28th St #2RW","3","3","2","2","1"
"2302",10018,3999,2,1,"W 31st St and Ave Of The Americas","3","3","2","2","1"
"2303",10018,4100,2,1,"11 W 31st St #23","3","3","2","2","1"
"2304",10018,8500,1,2,"522 W 37th St","3","3","2","2","1"
"2305",10018,4800,1,2,"315 7th Ave #8D","3","3","2","2","1"
"2306",10018,7285,2,2,"605 W 42nd St #3A","3","3","2","2","1"
"2307",10018,2982,1,1,"605 W 42nd St #14C","3","3","2","2","1"
"2308",10018,5160,1,1,"605 W 42nd St #1B","3","3","2","2","1"
"2309",10018,2444,1,1,"560 W 43rd St #10B","3","3","2","2","1"
"2310",10018,6443,3,2,"560 W 43rd St #10J","3","3","2","2","1"
"2311",10018,3000,2,1,"430 W 34th St","3","3","2","2","1"
"2312",10018,1850,1,7,"319 W 30th St #D3","3","3","2","2","1"
"2313",10018,2756,2,1,"442 10th Ave #2FS","3","3","2","2","1"
"2314",10018,5441,1,1,"100 W 31st St #35C","3","3","2","2","1"
"2315",10018,8010,3,3,"105 W 29th St","3","3","2","2","1"
"2316",10019,5255,2,2,"505 W 54th St","4","4","5","4","2"
"2317",10019,10800,3,2,"554 W 54th St","4","4","5","4","2"
"2318",10019,6943,2,2,"525 W 52nd St","4","4","5","4","2"
"2319",10019,11070,2,1,"70 W 45th St","4","4","5","4","2"
"2320",10019,3150,1,1,"520 W 48th St","4","4","5","4","2"
"2321",10019,11070,3,1,"1600 Broadway","4","4","5","4","2"
"2322",10019,10000,4,4,"308 W 48th St #2","4","4","5","4","2"
"2323",10019,4765,1,1,"500 W 56th St","4","4","5","4","2"
"2324",10019,3965,1,1,"260 W 54th St #36F","4","4","5","4","2"
"2325",10019,3425,2,1,"525 W 49th St #2E","4","4","5","4","2"
"2326",10019,7500,2,2,"625 W 57th St #529","4","4","5","4","2"
"2327",10019,7534,2,2,"535 W 43rd St","4","4","5","4","2"
"2328",10019,3495,2,1,"440 W 45th St #3E","4","4","5","4","2"
"2329",10019,5995,2,1,"809 9th Ave #6AA","4","4","5","4","2"
"2330",10019,15000,3,3,"500 W 53rd St #7B","4","4","5","4","2"
"2331",10019,8000,2,2,"311 W 50th St #1D","4","4","5","4","2"
"2332",10019,3495,2,1,"324 W 47th St #4B","4","4","5","4","2"
"2333",10019,2350,1,1,"453 W 48th St #A4","4","4","5","4","2"
"2334",10019,2500,1,4,"516 W 47th St #S2K","4","4","5","4","2"
"2335",10019,4150,3,1,"363 W 51st St #3E","4","4","5","4","2"
"2336",10019,3800,1,1,"301 W 53rd St #17I","4","4","5","4","2"
"2337",10019,4995,3,2,"321 W 47th St #1A","4","4","5","4","2"
"2338",10019,5575,4,2,"321 W 47th St #5A","4","4","5","4","2"
"2339",10019,2795,1,1,"625 W 57th St #411","4","4","5","4","2"
"2340",10019,3600,1,1,"410 W 53rd St #425","4","4","5","4","2"
"2341",10019,3175,1,1,"410 W 53rd St #327","4","4","5","4","2"
"2342",10019,4250,1,1,"247 W 46th St #306","4","4","5","4","2"
"2343",10019,6350,2,1,"1600 Broadway #10C","4","4","5","4","2"
"2344",10019,3000,2,1,"450 W 47th St #1B","4","4","5","4","2"
"2345",10019,4400,1,1,"247 W 46th St #1404","4","4","5","4","2"
"2346",10019,3250,1,2,"410 W 53rd St #621","4","4","5","4","2"
"2347",10019,4750,2,2,"888 8th Ave #2F","4","4","5","4","2"
"2348",10019,4800,4,1,"334 W 46th St #2","4","4","5","4","2"
"2349",10019,2990,1,3,"350 W 50th St #32A","4","4","5","4","2"
"2350",10019,5446,2,2,"601 W 57th St #36A","4","4","5","4","2"
"2351",10019,2500,1,2,"505 W 47th St #1BS","4","4","5","4","2"
"2352",10019,12796,4,3,"11th Ave and W 57th St","4","4","5","4","2"
"2353",10019,4995,3,1,"162 W 54th St #7C","4","4","5","4","2"
"2354",10019,4900,1,1,"150 W 51st St #1508","4","4","5","4","2"
"2355",10019,2800,1,1,"516 W 47th St #N7H","4","4","5","4","2"
"2356",10019,3950,1,1,"464 W 44th St #2E","4","4","5","4","2"
"2357",10019,5000,1,1,"318 W 52nd St #3G","4","4","5","4","2"
"2358",10019,2750,2,1,"531 W 49th St #3W","4","4","5","4","2"
"2359",10019,11000,3,2,"416 W 52nd St #312","4","4","5","4","2"
"2360",10019,2245,1,4,"349 W 46th St #1S","4","4","5","4","2"
"2361",10019,5400,2,2,"416 W 52nd St #415","4","4","5","4","2"
"2362",10019,2700,1,4,"505 W 47th St #4GN","4","4","5","4","2"
"2363",10019,6500,2,2,"416 W 52nd St #504","4","4","5","4","2"
"2364",10019,7000,2,2,"416 W 52nd St #404","4","4","5","4","2"
"2365",10019,5995,4,1,"417 W 47th St #2A","4","4","5","4","2"
"2366",10019,5900,2,2,"350 W 50th St #29F","4","4","5","4","2"
"2367",10019,5300,2,2,"540 W 49th St #506N","4","4","5","4","2"
"2368",10019,11000,2,2,"311 W 50th St #7J","4","4","5","4","2"
"2369",10019,5262,2,2,"260 W 54th St #43E","4","4","5","4","2"
"2370",10019,3693,1,1,"260 W 54th St #17D","4","4","5","4","2"
"2371",10019,2100,1,1,"367 W 48th St #BF","4","4","5","4","2"
"2372",10019,3995,1,1,"271 W 47th St #51G","4","4","5","4","2"
"2373",10019,2850,2,1,"719 9th Ave #2RB","4","4","5","4","2"
"2374",10019,1950,1,1,"439 W 46th St #3D","4","4","5","4","2"
"2375",10019,2095,1,1,"415 W 47th St #5RW","4","4","5","4","2"
"2376",10019,2599,2,1,"368 W 52nd St #5A","4","4","5","4","2"
"2377",10019,2500,2,1,"451 W 44th St #65","4","4","5","4","2"
"2378",10019,1950,1,2,"454 W 45th St #5RE","4","4","5","4","2"
"2379",10019,6850,2,2,"535 W 43rd St #12DN","4","4","5","4","2"
"2380",10019,3085,1,3,"535 W 43rd St #10LS","4","4","5","4","2"
"2381",10019,1995,1,1,"531 W 45th St #4C","4","4","5","4","2"
"2382",10019,1850,1,3,"405 W 54th St #1D","4","4","5","4","2"
"2383",10019,3850,1,1,"150 W 51st St #1109","4","4","5","4","2"
"2384",10019,3150,2,1,"312 W 48th St #12","4","4","5","4","2"
"2385",10019,2600,1,1,"437 W 54th St #3B","4","4","5","4","2"
"2386",10019,2595,1,4,"322 W 45th St #8E","4","4","5","4","2"
"2387",10019,3495,2,1,"640 10th Ave #2N","4","4","5","4","2"
"2388",10019,2650,1,5,"350 W 51st St #7AA","4","4","5","4","2"
"2389",10019,3395,2,1,"348 W 47th St #1C","4","4","5","4","2"
"2390",10019,4000,1,1,"150 W 51st St #1232","4","4","5","4","2"
"2391",10019,3750,1,1,"150 W 51st St #1709","4","4","5","4","2"
"2392",10019,1850,1,5,"444 W 49th St #5B","4","4","5","4","2"
"2393",10019,2495,1,1,"644 10th Ave #5N","4","4","5","4","2"
"2394",10019,2110,1,1,"409 W 50th St #5B","4","4","5","4","2"
"2395",10019,2500,1,1,"344 W 46th St #1F","4","4","5","4","2"
"2396",10019,5495,4,2,"350 W 47th St #5A","4","4","5","4","2"
"2397",10019,4400,1,1,"625 W 57th St #451","4","4","5","4","2"
"2398",10019,4500,1,1,"150 W 51st St #1206","4","4","5","4","2"
"2399",10019,4585,3,1,"440 W 47th St #2A","4","4","5","4","2"
"2400",10019,2450,1,6,"301 W 45th St #3F","4","4","5","4","2"
"2401",10019,4000,3,1,"439 W 48th St #4EF","4","4","5","4","2"
"2402",10019,3000,2,1,"449 W 51st St #2FR","4","4","5","4","2"
"2403",10019,3000,2,1,"439 W 51st St #2W","4","4","5","4","2"
"2404",10019,4350,2,2,"433 W 43rd St #4E","4","4","5","4","2"
"2405",10019,4200,1,1,"306 W 48th St #40B","4","4","5","4","2"
"2406",10019,3000,1,8,"464 W 44th St #3H","4","4","5","4","2"
"2407",10019,3695,1,1,"400 W 55th St #104N","4","4","5","4","2"
"2408",10019,2700,1,1,"236 W 52nd St #C-3","4","4","5","4","2"
"2409",10019,2290,1,1,"338 W 47th St #4C","4","4","5","4","2"
"2410",10019,4250,2,1,"350 W 51st St #7GG","4","4","5","4","2"
"2411",10019,2195,1,8,"802 9th Ave #3A","4","4","5","4","2"
"2412",10019,3065,1,9,"306 W 48th St #4D","4","4","5","4","2"
"2413",10019,3100,1,1,"540 W 49th St #605N","4","4","5","4","2"
"2414",10019,4850,3,1,"737 10th Ave #22K","4","4","5","4","2"
"2415",10019,5100,3,1,"737 10th Ave #26L","4","4","5","4","2"
"2416",10019,2195,1,1,"341 W 45th St #215","4","4","5","4","2"
"2417",10019,3200,1,1,"318 W 49th St #1RE","4","4","5","4","2"
"2418",10019,2895,1,1,"400 W 55th St #806C","4","4","5","4","2"
"2419",10019,4700,3,2,"311 W 48th St #2","4","4","5","4","2"
"2420",10019,2550,1,1,"705 9th Ave #2W","4","4","5","4","2"
"2421",10019,2300,1,1,"516 W 47th St #S5K","4","4","5","4","2"
"2422",10019,2500,1,1,"465 W 51st St #4D","4","4","5","4","2"
"2423",10019,3695,1,1,"305 W 52nd St #4L","4","4","5","4","2"
"2424",10019,3600,1,1,"150 W 51st St #1029","4","4","5","4","2"
"2425",10019,2350,1,1,"60 W 48th St #4","4","4","5","4","2"
"2426",10019,3600,2,1,"525 W 49th St #5A","4","4","5","4","2"
"2427",10019,3400,1,1,"150 W 51st St","4","4","5","4","2"
"2428",10019,2500,1,1,"460 W 50th St #2B","4","4","5","4","2"
"2429",10019,2650,1,1,"811 9th Ave #2-A","4","4","5","4","2"
"2430",10019,6495,3,2,"301 W 53rd St #19A","4","4","5","4","2"
"2431",10019,3950,1,1,"350 W 53rd St #4A","4","4","5","4","2"
"2432",10019,2575,1,1,"448 W 55th St #B3","4","4","5","4","2"
"2433",10019,4000,2,1,"606 9th Ave #PH","4","4","5","4","2"
"2434",10019,3000,2,1,"336 W 49th St #3FW","4","4","5","4","2"
"2435",10019,3375,2,1,"749 9th Ave #204","4","4","5","4","2"
"2436",10019,3300,2,1,"749 9th Ave #404","4","4","5","4","2"
"2437",10019,5750,2,1,"310 W 52nd St #38J","4","4","5","4","2"
"2438",10019,5800,2,2,"135 W 52nd St #AA9","4","4","5","4","2"
"2439",10019,2695,1,1,"310 W 47th St #2D","4","4","5","4","2"
"2440",10019,2287,1,1,"360 W 47th St #3G","4","4","5","4","2"
"2441",10019,2930,1,1,"441 W 49th St","4","4","5","4","2"
"2442",10019,3490,1,1,"649 9th Ave #3B","4","4","5","4","2"
"2443",10019,3400,1,1,"150 W 51st St #725","4","4","5","4","2"
"2444",10019,3500,2,1,"341 W 43rd St #28","4","4","5","4","2"
"2445",10019,2055,1,1,"442 W 45th St #4RW","4","4","5","4","2"
"2446",10019,2779,1,1,"854 8th Ave #4A","4","4","5","4","2"
"2447",10019,3500,2,1,"601 W 57th St #15C","4","4","5","4","2"
"2448",10019,3995,2,2,"343 W 47th St #2","4","4","5","4","2"
"2449",10019,3795,2,2,"343 W 47th St #3","4","4","5","4","2"
"2450",10019,5750,3,2,"200 W 54th St #12K","4","4","5","4","2"
"2451",10019,2375,1,2,"351 W 51st St #3","4","4","5","4","2"
"2452",10019,5895,2,2,"311 W 50th St #3E","4","4","5","4","2"
"2453",10019,2275,1,1,"792 9th Ave #4R","4","4","5","4","2"
"2454",10019,2750,1,2,"159 W 53rd St #16G","4","4","5","4","2"
"2455",10019,3200,1,1,"252 W 47th St #9","4","4","5","4","2"
"2456",10019,2995,2,1,"435 W 54th St #2A","4","4","5","4","2"
"2457",10019,2650,1,1,"413 W 47th St #4A","4","4","5","4","2"
"2458",10019,3200,1,1,"406 W 49th St #1A","4","4","5","4","2"
"2459",10019,4200,3,1,"601 10th Ave #4C","4","4","5","4","2"
"2460",10019,4995,3,2,"161 W 54th St #1202","4","4","5","4","2"
"2461",10019,2195,1,1,"709 9th Ave #1RS","4","4","5","4","2"
"2462",10019,4800,1,1,"310 W 52nd St #29A","4","4","5","4","2"
"2463",10019,3400,2,1,"411 W 44th St #16","4","4","5","4","2"
"2464",10019,4500,1,1,"350 W 50th St #26H","4","4","5","4","2"
"2465",10019,4000,1,1,"464 W 44th St #5C","4","4","5","4","2"
"2466",10019,2995,1,1,"697 10th Ave #4RS","4","4","5","4","2"
"2467",10019,3650,1,1,"11th Ave and W 57th St","4","4","5","4","2"
"2468",10019,6495,2,2,"351 W 54th St #3E","4","4","5","4","2"
"2469",10019,4395,1,1,"271 W 47th St #48E","4","4","5","4","2"
"2470",10019,3877,1,1,"260 W 54th St #33G","4","4","5","4","2"
"2471",10019,2458,1,1,"824 9th Ave #4RN","4","4","5","4","2"
"2472",10019,2595,1,1,"358 W 45th St","4","4","5","4","2"
"2473",10019,2495,2,1,"409 W 52nd St #3W","4","4","5","4","2"
"2474",10019,2700,1,1,"334 W 46th St #3R","4","4","5","4","2"
"2475",10019,3050,2,1,"437 W 46th St #2RW","4","4","5","4","2"
"2476",10019,2803,1,1,"854 8th Ave #3-B","4","4","5","4","2"
"2477",10019,3950,3,1,"626 10th Ave #6B","4","4","5","4","2"
"2478",10019,3400,2,1,"803 9th Ave #4-S","4","4","5","4","2"
"2479",10019,3600,1,1,"150 W 51st St #1906","4","4","5","4","2"
"2480",10019,3800,1,1,"150 W 51st St #1509","4","4","5","4","2"
"2481",10019,6000,1,2,"421 W 54th St #5A","4","4","5","4","2"
"2482",10019,30000,1,2,"130 W 44th St #LIBRARY","4","4","5","4","2"
"2483",10019,3845,1,1,"428 W 44th St #GARDEN","4","4","5","4","2"
"2484",10019,3450,2,1,"407 W 51st St #1F","4","4","5","4","2"
"2485",10019,75000,2,2,"130 W 44th St #DIRECTOR","4","4","5","4","2"
"2486",10019,30000,1,2,"130 W 44th St #MANHATTAN","4","4","5","4","2"
"2487",10019,4250,2,1,"724 10th Ave #1A","4","4","5","4","2"
"2488",10019,6000,4,3,"626 10th Ave #3E","4","4","5","4","2"
"2489",10019,5000,3,2,"414 W 44th St #4C","4","4","5","4","2"
"2490",10019,5500,2,2,"150 W 51st St #2117","4","4","5","4","2"
"2491",10019,5850,1,2,"24 W 45th St #5","4","4","5","4","2"
"2492",10019,3595,2,1,"697 10th Ave #3FN","4","4","5","4","2"
"2493",10019,7500,2,2,"247 W 46th St #3605","4","4","5","4","2"
"2494",10019,3100,1,1,"443 W 50th St #4E","4","4","5","4","2"
